Date,Hours,Wind
20120110,1:00,0.452213134
20120110,2:00,0.572408593
20120110,3:00,0.809510372
20120110,4:00,0.626538845
20120110,5:00,0.672869072
20120110,6:00,0.885443066
20120110,7:00,0.94239261
20120110,8:00,0.862606883
20120110,9:00,0.920214242
20120110,10:00,0.972558937
20120110,11:00,0.965510732
20120110,12:00,0.990226475
20120110,13:00,0.991542145
20120110,14:00,0.99830843
20120110,15:00,0.993421666
20120110,16:00,0.996334923
20120110,17:00,0.982896315
20120110,18:00,0.987031282
20120110,19:00,0.990602371
20120110,20:00,0.990508395
20120110,21:00,0.983836081
20120110,22:00,0.979701124
20120110,23:00,0.97190111
20120111,0:00,0.912790127
20120111,1:00,0.92284555
20120111,2:00,0.797293476
20120111,3:00,0.800394694
20120111,4:00,0.694859494
20120111,5:00,0.652194331
20120111,6:00,0.444976969
20120111,7:00,0.356921329
20120111,8:00,0.370735824
20120111,9:00,0.236819841
20120111,10:00,0.184381162
20120111,11:00,0.09416408
20120111,12:00,0.20148482
20120111,13:00,0.15214735
20120111,14:00,0.093224318
20120111,15:00,0.137393098
20120111,16:00,0.118691849
20120111,17:00,0.142843713
20120111,18:00,0.132788269
20120111,19:00,0.064185695
20120111,20:00,0.027347053
20120111,21:00,0.041255521
20120111,22:00,0.120383419
20120111,23:00,0.098205053
20120112,0:00,0.096043604
20120112,1:00,0.06578329
20120112,2:00,0.069448359
20120112,3:00,0.148012404
20120112,4:00,0.21191617
20120112,5:00,0.19001973
20120112,6:00,0.153181088
20120112,7:00,0.187012497
20120112,8:00,0.191805278
20120112,9:00,0.188704064
20120112,10:00,0.195188417
20120112,11:00,0.144159379
20120112,12:00,0.166995578
20120112,13:00,0.153087112
20120112,14:00,0.199417342
20120112,15:00,0.155718447
20120112,16:00,0.192839014
20120112,17:00,0.148670233
20120112,18:00,0.092848415
20120112,19:00,0.086176107
20120112,20:00,0.026031388
20120112,21:00,0.160041346
20120112,22:00,0.093788178
20120112,23:00,0.11577859
20120113,0:00,0.187764303
20120113,1:00,0.21407762
20120113,2:00,0.231275253
20120113,3:00,0.231087302
20120113,4:00,0.274786199
20120113,5:00,0.382482841
20120113,6:00,0.350906861
20120113,7:00,0.417723886
20120113,8:00,0.43520344
20120113,9:00,0.352504456
20120113,10:00,0.204116151
20120113,11:00,0.119913541
20120113,12:00,0.09707734
20120113,13:00,0.037214549
20120113,14:00,0.019547035
20120113,15:00,0.099050841
20120113,16:00,0.086458038
20120113,17:00,0.101494217
20120113,18:00,0.078564042
20120113,19:00,0.087397801
20120113,20:00,0.048491681
20120113,21:00,0.07301945
20120113,22:00,0.079691757
20120113,23:00,0.141622022
20120114,0:00,0.181655855
20120114,1:00,0.227798136
20120114,2:00,0.257400613
20120114,3:00,0.316511599
20120114,4:00,0.295085043
20120114,5:00,0.307583867
20120114,6:00,0.338971895
20120114,7:00,0.383798505
20120114,8:00,0.404849163
20120114,9:00,0.418475701
20120114,10:00,0.359364715
20120114,11:00,0.280142839
20120114,12:00,0.25552109
20120114,13:00,0.194248658
20120114,14:00,0.291044068
20120114,15:00,0.182031758
20120114,16:00,0.177896813
20120114,17:00,0.218870403
20120114,18:00,0.161826891
20120114,19:00,0.115778591
20120114,20:00,0.098862888
20120114,21:00,0.21163424
20120114,22:00,0.397143119
20120114,23:00,0.407856397
20120115,0:00,0.292077804
20120115,1:00,0.211352312
20120115,2:00,0.191241423
20120115,3:00,0.26698618
20120115,4:00,0.293581423
20120115,5:00,0.386241887
20120115,6:00,0.460858932
20120115,7:00,0.448736012
20120115,8:00,0.469786661
20120115,9:00,0.558970015
20120115,10:00,0.614227973
20120115,11:00,0.671647387
20120115,12:00,0.667230511
20120115,13:00,0.723616187
20120115,14:00,0.599285773
20120115,15:00,0.593271291
20120115,16:00,0.411333512
20120115,17:00,0.395827454
20120115,18:00,0.270839204
20120115,19:00,0.204961935
20120115,20:00,0.142561785
20120115,21:00,0.221595708
20120115,22:00,0.246875288
20120115,23:00,0.147354567
20120116,0:00,0.322995948
20120116,1:00,0.360022548
20120116,2:00,0.458415548
20120116,3:00,0.411051579
20120116,4:00,0.243210216
20120116,5:00,0.399586501
20120116,6:00,0.642232858
20120116,7:00,0.674748601
20120116,8:00,0.391222621
20120116,9:00,0.182125735
20120116,10:00,0.041810566
20120116,11:00,0
20120116,12:00,0.026404355
20120116,13:00,0.154308803
20120116,14:00,0.240484908
20120116,15:00,0.274316318
20120116,16:00,0.361808092
20120116,17:00,0.344140578
20120116,18:00,0.41665256
20120116,19:00,0.646057691
20120116,20:00,0.681110779
20120116,21:00,0.668142076
20120116,22:00,0.669081823
20120116,23:00,0.645117901
20120117,0:00,0.62735643
20120117,1:00,0.61363592
20120117,2:00,0.526332092
20120117,3:00,-0.033953579
20120117,4:00,0.240080798
20120117,5:00,0.405290838
20120117,6:00,0.36535099
20120117,7:00,0.204304099
20120117,8:00,0.012211024
20120117,9:00,0.001007305
20120117,10:00,0
20120117,11:00,0.041437603
20120117,12:00,0.060426651
20120117,13:00,0.052250728
20120117,14:00,0.156846156
20120117,15:00,0.250916262
20120117,16:00,0.26717413
20120117,17:00,0.291889855
20120117,18:00,0.276759692
20120117,19:00,0.132976224
20120117,20:00,0.241612627
20120117,21:00,0.219246304
20120117,22:00,0.181373929
20120117,23:00,0.136641292
20120118,0:00,0.122638845
20120118,1:00,0.34385865
20120118,2:00,0.455690248
20120118,3:00,0.44056009
20120118,4:00,0.413776888
20120118,5:00,0.60201108
20120118,6:00,0.581054396
20120118,7:00,0.461798696
20120118,8:00,0.400338309
20120118,9:00,0.303918792
20120118,10:00,0.196316133
20120118,11:00,0.113147258
20120118,12:00,0.109012308
20120118,13:00,0.107884599
20120118,14:00,0.09153275
20120118,15:00,0.062118221
20120118,16:00,0.025467532
20120118,17:00,0.041631424
20120118,18:00,0.039469973
20120118,19:00,0.057795317
20120118,20:00,0.065877267
20120118,21:00,0.088149609
20120118,22:00,0.081853208
20120118,23:00,0.213419787
20120119,0:00,0.162954607
20120119,1:00,0.124894274
20120119,2:00,0.248472882
20120119,3:00,0.586223085
20120119,4:00,0.569401358
20120119,5:00,0.600413482
20120119,6:00,0.399116614
20120119,7:00,0.496099983
20120119,8:00,0.394981667
20120119,9:00,0.535663934
20120119,10:00,0.369420156
20120119,11:00,0.276383793
20120119,12:00,0.288036828
20120119,13:00,0.288224783
20120119,14:00,0.241236722
20120119,15:00,0.190771543
20120119,16:00,0.200357106
20120119,17:00,0.111643638
20120119,18:00,0.098486984
20120119,19:00,0.092472511
20120119,20:00,0.124330417
20120119,21:00,0.188234185
20120119,22:00,0.164552202
20120119,23:00,0.287754902
20120120,0:00,0.333239347
20120120,1:00,0.362935803
20120120,2:00,0.388403339
20120120,3:00,0.372051494
20120120,4:00,0.430410668
20120120,5:00,0.484540919
20120120,6:00,0.492622856
20120120,7:00,0.541960329
20120120,8:00,0.55652663
20120120,9:00,0.43229019
20120120,10:00,0.55314348
20120120,11:00,0.539235018
20120120,12:00,0.550512163
20120120,13:00,0.573536308
20120120,14:00,0.581994163
20120120,15:00,0.532844642
20120120,16:00,0.448172148
20120120,17:00,0.511700015
20120120,18:00,0.600883362
20120120,19:00,0.489615625
20120120,20:00,0.630297895
20120120,21:00,0.641950931
20120120,22:00,0.888074419
20120120,23:00,0.919650381
20120121,0:00,0.873320153
20120121,1:00,0.664223268
20120121,2:00,0.74645238
20120121,3:00,0.72493185
20120121,4:00,0.601071308
20120121,5:00,0.744102975
20120121,6:00,0.858096027
20120121,7:00,0.901888908
20120121,8:00,0.896908172
20120121,9:00,0.909125056
20120121,10:00,0.91833472
20120121,11:00,0.81768629
20120121,12:00,0.649281068
20120121,13:00,0.626538838
20120121,14:00,0.499483117
20120121,15:00,0.360210496
20120121,16:00,0.55173385
20120121,17:00,0.622403891
20120121,18:00,0.424302211
20120121,19:00,0.371769563
20120121,20:00,0.284183812
20120121,21:00,0.223005353
20120121,22:00,0.110421951
20120121,23:00,0.038436236
20120122,0:00,0.035522977
20120122,1:00,0
20120122,2:00,0
20120122,3:00,0.066065219
20120122,4:00,0.182313692
20120122,5:00,0.31857907
20120122,6:00,0.430504645
20120122,7:00,0.457663751
20120122,8:00,0.286251288
20120122,9:00,0.283056096
20120122,10:00,0.198947464
20120122,11:00,0.132130435
20120122,12:00,0.135795505
20120122,13:00,0.174419692
20120122,14:00,0.156940131
20120122,15:00,0.329668257
20120122,16:00,0.282116335
20120122,17:00,0.292171782
20120122,18:00,0.288788639
20120122,19:00,0.322714026
20120122,20:00,0.449863726
20120122,21:00,0.397237091
20120122,22:00,0.625693055
20120122,23:00,0.701155895
20120123,0:00,0.584155616
20120123,1:00,0.410017844
20120123,2:00,0.299313967
20120123,3:00,0.195470347
20120123,4:00,0.168875102
20120123,5:00,0.116339507
20120123,6:00,0.100178553
20120123,7:00,0.103091811
20120123,8:00,0.102246028
20120123,9:00,0.079503806
20120123,10:00,0.111267735
20120123,11:00,0.153181089
20120123,12:00,0.22375716
20120123,13:00,0.290292259
20120123,14:00,0.208627002
20120123,15:00,0.073113426
20120123,16:00,0.058829057
20120123,17:00,0.160981105
20120123,18:00,0.308241698
20120123,19:00,0.403345541
20120123,20:00,0.356075552
20120123,21:00,0.381355122
20120123,22:00,0.203928199
20120123,23:00,0.137205145
20120124,0:00,0.069260407
20120124,1:00,0.098674933
20120124,2:00,0.0873978
20120124,3:00,0.077154401
20120124,4:00,0.260501825
20120124,5:00,0.601259274
20120124,6:00,0.309275439
20120124,7:00,0.248472882
20120124,8:00,0.209378814
20120124,9:00,0.221877641
20120124,10:00,0.36209002
20120124,11:00,0.383892486
20120124,12:00,0.471948114
20120124,13:00,0.483977067
20120124,14:00,0.486138506
20120124,15:00,0.505309643
20120124,16:00,0.409266042
20120124,17:00,0.339817682
20120124,18:00,0.369796063
20120124,19:00,0.387181647
20120124,20:00,0.373743058
20120124,21:00,0.334461037
20120124,22:00,0.419415461
20120124,23:00,0.434545612
20120125,0:00,0.639413571
20120125,1:00,0.625035222
20120125,2:00,0.460576997
20120125,3:00,0.529555477
20120125,4:00,0.645803957
20120125,5:00,0.775303053
20120125,6:00,0.718635454
20120125,7:00,0.809040489
20120125,8:00,0.759609047
20120125,9:00,0.751902993
20120125,10:00,0.754346375
20120125,11:00,0.531528989
20120125,12:00,0.409172063
20120125,13:00,0.319706787
20120125,14:00,0.220749922
20120125,15:00,0.198195652
20120125,16:00,0.260031946
20120125,17:00,0.283056094
20120125,18:00,0.290480211
20120125,19:00,0.278639222
20120125,20:00,0.274034395
20120125,21:00,0.237571653
20120125,22:00,0.287848882
20120125,23:00,0.567897738
20120126,0:00,0.717601713
20120126,1:00,0.734329469
20120126,2:00,0.789493456
20120126,3:00,0.720702926
20120126,4:00,0.732919817
20120126,5:00,0.762898204
20120126,6:00,0.67982331
20120126,7:00,0.735739101
20120126,8:00,0.752654805
20120126,9:00,0.713654716
20120126,10:00,0.764683758
20120126,11:00,0.807066986
20120126,12:00,0.839864657
20120126,13:00,0.797669375
20120126,14:00,0.841932124
20120126,15:00,0.85565264
20120126,16:00,0.796729612
20120126,17:00,0.559439893
20120126,18:00,0.459919176
20120126,19:00,0.41264918
20120126,20:00,0.404849162
20120126,21:00,0.40851423
20120126,22:00,0.638755747
20120126,23:00,0.656517229
20120127,0:00,0.45766374
20120127,1:00,0.271215103
20120127,2:00,0.24414998
20120127,3:00,0.225260776
20120127,4:00,0.25993797
20120127,5:00,0.408514228
20120127,6:00,0.577953189
20120127,7:00,0.714030624
20120127,8:00,0.760454824
20120127,9:00,0.747580097
20120127,10:00,0.725401732
20120127,11:00,0.673432933
20120127,12:00,0.490555383
20120127,13:00,0.450521559
20120127,14:00,0.401935899
20120127,15:00,0.366412923
20120127,16:00,0.378911749
20120127,17:00,0.351376738
20120127,18:00,0.363217733
20120127,19:00,0.30316699
20120127,20:00,0.266610276
20120127,21:00,0.2188704
20120127,22:00,0.10920026
20120127,23:00,0.120298843
20120128,0:00,0.13326755
20120128,1:00,0.1
20120128,2:00,0.104399256
20120128,3:00,0.122732824
20120128,4:00,0.225824636
20120128,5:00,0.263039187
20120128,6:00,0.398646735
20120128,7:00,0.318203171
20120128,8:00,0.375434628
20120128,9:00,0.460952904
20120128,10:00,0.491025271
20120128,11:00,0.505403614
20120128,12:00,0.399586498
20120128,13:00,0.258340373
20120128,14:00,0.305892292
20120128,15:00,0.208063146
20120128,16:00,0.13297622
20120128,17:00,0.119631614
20120128,18:00,0.098111076
20120128,19:00,0.082792973
20120128,20:00,0.09031106
20120128,21:00,0.114556899
20120128,22:00,0.054506154
20120128,23:00,0.178836573
20120129,0:00,0.215769189
20120129,1:00,0.179306451
20120129,2:00,0.212010142
20120129,3:00,0.310873032
20120129,4:00,0.13325815
20120129,5:00,0.095009866
20120129,6:00,0.06700498
20120129,7:00,0.000446386
20120129,8:00,0.001207006
20120129,9:00,0.052062775
20120129,10:00,0.043604923
20120129,11:00,0.009758834
20120129,12:00,0.024618809
20120129,13:00,0.023200358
20120129,14:00,0.04125552
20120129,15:00,0.053942298
20120129,16:00,0.182501641
20120129,17:00,0.224884873
20120129,18:00,0.293487447
20120129,19:00,0.343012865
20120129,20:00,0.659806385
20120129,21:00,0.570811001
20120129,22:00,0.591203825
20120129,23:00,0.523541011
20120130,0:00,0.260125924
20120130,1:00,0.516586774
20120130,2:00,0.834414034
20120130,3:00,0.850108064
20120130,4:00,0.719105328
20120130,5:00,0.690724543
20120130,6:00,0.950192633
20120130,7:00,0.995395165
20120130,8:00,0.992481909
20120130,9:00,0.989756591
20120130,10:00,0.981110796
20120130,11:00,0.961375792
20120130,12:00,0.926416656
20120130,13:00,0.937129942
20120130,14:00,0.753500591
20120130,15:00,0.604360484
20120130,16:00,0.62578704
20120130,17:00,0.633681031
20120130,18:00,0.738558399
20120130,19:00,0.530589219
20120130,20:00,0.515647009
20120130,21:00,0.469128837
20120130,22:00,0.324311611
20120130,23:00,0.509538563
20120131,0:00,0.662625674
20120131,1:00,0.562823036
20120131,2:00,0.354759884
20120131,3:00,0.307489892
20120131,4:00,0.332111635
20120131,5:00,0.46377219
20120131,6:00,0.411521464
20120131,7:00,0.476458961
20120131,8:00,0.474767393
20120131,9:00,0.453152893
20120131,10:00,0.420637143
20120131,11:00,0.211916169
20120131,12:00,0.146320831
20120131,13:00,0.148576259
20120131,14:00,0.100366505
20120131,15:00,0.127149703
20120131,16:00,0.143125643
20120131,17:00,0.117752085
20120131,18:00,0.122732823
20120131,19:00,0.099990601
20120131,20:00,0.101212291
20120131,21:00,0.106662906
20120131,22:00,0.145287094
20120131,23:00,0.110985807
