Date,Close
7/31/2012,87.251427
8/1/2012,86.687141
8/2/2012,86.827141
8/3/2012,87.957146
8/6/2012,88.935715
8/7/2012,88.701431
8/8/2012,88.55143
8/9/2012,88.675713
8/10/2012,88.814285
8/13/2012,90
8/14/2012,90.241432
8/15/2012,90.118568
8/16/2012,90.905716
8/17/2012,92.587143
8/20/2012,95.021431
8/21/2012,93.722855
8/22/2012,95.552856
8/23/2012,94.66143
8/24/2012,94.745712
8/27/2012,96.525711
8/28/2012,96.400002
8/29/2012,96.209999
8/30/2012,94.83857
8/31/2012,95.034286
9/4/2012,96.424286
9/5/2012,95.747147
9/6/2012,96.610001
9/7/2012,97.205711
9/10/2012,94.677139
9/11/2012,94.370003
9/12/2012,95.684288
9/13/2012,97.568573
9/14/2012,98.754288
9/17/2012,99.968575
9/18/2012,100.272858
9/19/2012,100.300003
9/20/2012,99.814285
9/21/2012,100.012856
9/24/2012,98.684288
9/25/2012,96.220001
9/26/2012,95.025711
9/27/2012,97.331429
9/28/2012,95.300003
10/1/2012,94.19857
10/2/2012,94.472855
10/3/2012,95.921425
10/4/2012,95.257141
10/5/2012,93.227142
10/8/2012,91.167145
10/9/2012,90.835716
10/10/2012,91.558571
10/11/2012,89.728569
10/12/2012,89.958572
10/15/2012,90.68
10/16/2012,92.827141
10/17/2012,92.087143
10/18/2012,90.377144
10/19/2012,87.120003
10/22/2012,90.575714
10/23/2012,87.622856
10/24/2012,88.118568
10/25/2012,87.077141
10/26/2012,86.285713
10/31/2012,85.045715
11/1/2012,85.220001
11/2/2012,82.400002
11/5/2012,83.517143
11/6/2012,83.264282
11/7/2012,79.714287
11/8/2012,76.821426
11/9/2012,78.151428
11/12/2012,77.547142
11/13/2012,77.557144
11/14/2012,76.697144
11/15/2012,75.08857
11/16/2012,75.382858
11/19/2012,80.818573
11/20/2012,80.129997
11/21/2012,80.242859
11/23/2012,81.64286
11/26/2012,84.218575
11/27/2012,83.540001
11/28/2012,83.277145
11/29/2012,84.194283
11/30/2012,83.611427
12/3/2012,83.741432
12/4/2012,82.264282
12/5/2012,76.970001
12/6/2012,78.177139
12/7/2012,76.178574
12/10/2012,75.688568
12/11/2012,77.341431
12/12/2012,77
12/13/2012,75.669998
12/14/2012,72.827141
12/17/2012,74.118568
12/18/2012,76.271431
12/19/2012,75.187141
12/20/2012,74.53286
12/21/2012,74.190002
12/24/2012,74.309998
12/26/2012,73.285713
12/27/2012,73.580002
12/28/2012,72.798569
12/31/2012,76.024284
1/2/2013,78.432854
1/3/2013,77.442856
1/4/2013,75.285713
1/7/2013,74.842857
1/8/2013,75.044289
1/9/2013,73.871429
1/10/2013,74.78714
1/11/2013,74.328575
1/14/2013,71.678574
1/15/2013,69.417145
1/16/2013,72.298569
1/17/2013,71.811432
1/18/2013,71.428574
1/22/2013,72.110001
1/23/2013,73.43
1/24/2013,64.35714
1/25/2013,62.84
1/28/2013,64.261429
1/29/2013,65.46714
1/30/2013,65.261429
1/31/2013,65.07
2/1/2013,64.802856
2/4/2013,63.188572
2/5/2013,65.405716
2/6/2013,65.335716
2/7/2013,66.888573
2/8/2013,67.854286
2/11/2013,68.561432
2/12/2013,66.842857
2/13/2013,66.715714
2/14/2013,66.655716
2/15/2013,65.737144
2/19/2013,65.71286
2/20/2013,64.121429
2/21/2013,63.722858
2/22/2013,64.401428
2/25/2013,63.257141
2/26/2013,64.138573
2/27/2013,63.509998
2/28/2013,63.057144
3/1/2013,61.495716
3/4/2013,60.007141
3/5/2013,61.591427
3/6/2013,60.808571
3/7/2013,61.511429
3/8/2013,61.674286
3/11/2013,62.552856
3/12/2013,61.204285
3/13/2013,61.192856
3/14/2013,61.785713
3/15/2013,63.380001
3/18/2013,65.102859
3/19/2013,64.927139
3/20/2013,64.582855
3/21/2013,64.675713
3/22/2013,65.987144
3/25/2013,66.225716
3/26/2013,65.877144
3/27/2013,64.582855
3/28/2013,63.237144
4/1/2013,61.272858
4/2/2013,61.398571
4/3/2013,61.712856
4/4/2013,61.102856
4/5/2013,60.457142
4/8/2013,60.887142
4/9/2013,60.997143
4/10/2013,62.241428
4/11/2013,62.047142
4/12/2013,61.400002
4/15/2013,59.978573
4/16/2013,60.89143
4/17/2013,57.542858
4/18/2013,56.007141
4/19/2013,55.790001
4/22/2013,56.952858
4/23/2013,58.01857
4/24/2013,57.922855
4/25/2013,58.34
4/26/2013,59.599998
4/29/2013,61.445713
4/30/2013,63.254284
5/1/2013,62.755714
5/2/2013,63.645714
5/3/2013,64.28286
5/6/2013,65.815712
5/7/2013,65.522858
5/8/2013,66.262856
5/9/2013,65.252853
5/10/2013,64.709999
5/13/2013,64.96286
5/14/2013,63.408573
5/15/2013,61.264286
5/16/2013,62.082859
5/17/2013,61.894287
5/20/2013,63.275715
5/21/2013,62.808571
5/22/2013,63.049999
5/23/2013,63.162857
5/24/2013,63.592857
5/28/2013,63.062859
5/29/2013,63.564285
5/30/2013,64.511429
5/31/2013,64.247147
6/3/2013,64.388573
6/4/2013,64.187141
6/5/2013,63.587143
6/6/2013,62.637142
6/7/2013,63.115715
6/10/2013,62.69857
6/11/2013,62.514286
6/12/2013,61.741428
6/13/2013,62.279999
6/14/2013,61.435715
6/17/2013,61.714287
6/18/2013,61.681427
6/19/2013,60.42857
6/20/2013,59.548573
6/21/2013,59.07143
6/24/2013,57.505714
6/25/2013,57.51857
6/26/2013,56.867142
6/27/2013,56.254284
6/28/2013,56.647144
7/1/2013,58.459999
7/2/2013,59.784286
7/3/2013,60.114285
7/5/2013,59.631428
7/8/2013,59.292858
7/9/2013,60.335712
7/10/2013,60.104286
7/11/2013,61.041428
7/12/2013,60.93
7/15/2013,61.062859
7/16/2013,61.457142
7/17/2013,61.472858
7/18/2013,61.68
7/19/2013,60.707142
7/22/2013,60.901428
7/23/2013,59.855713
7/24/2013,62.93
7/25/2013,62.642857
7/26/2013,62.998573
7/29/2013,63.970001
7/30/2013,64.760002
7/31/2013,64.647141
8/1/2013,65.239998
8/2/2013,66.077141
8/5/2013,67.064285
8/6/2013,66.464287
8/7/2013,66.425713
8/8/2013,65.858574
8/9/2013,64.921425
8/12/2013,66.765717
8/13/2013,69.938568
8/14/2013,71.214287
8/15/2013,71.129997
8/16/2013,71.761429
8/19/2013,72.534286
8/20/2013,71.581429
8/21/2013,71.765717
8/22/2013,71.851425
8/23/2013,71.574287
8/26/2013,71.852859
8/27/2013,69.798569
8/28/2013,70.128571
8/29/2013,70.242859
8/30/2013,69.602859
9/3/2013,69.797142
9/4/2013,71.241432
9/5/2013,70.752853
9/6/2013,71.174286
9/9/2013,72.309998
9/10/2013,70.662857
9/11/2013,66.815712
9/12/2013,67.527145
9/13/2013,66.414284
9/16/2013,64.302856
9/17/2013,65.045715
9/18/2013,66.382858
9/19/2013,67.471428
9/20/2013,66.772858
9/23/2013,70.091431
9/24/2013,69.871429
9/25/2013,68.790001
9/26/2013,69.459999
9/27/2013,68.964287
9/30/2013,68.10714
10/1/2013,69.708572
10/2/2013,69.937141
10/3/2013,69.058571
10/4/2013,69.004288
10/7/2013,69.678574
10/8/2013,68.705711
10/9/2013,69.512856
10/10/2013,69.94857
10/11/2013,70.401428
10/14/2013,70.862854
10/15/2013,71.239998
10/16/2013,71.587143
10/17/2013,72.071426
10/18/2013,72.69857
10/21/2013,74.480003
10/22/2013,74.267143
10/23/2013,74.994286
10/24/2013,75.987144
10/25/2013,75.137146
10/28/2013,75.697144
10/29/2013,73.811432
10/30/2013,74.985718
10/31/2013,74.671425
11/1/2013,74.290001
11/4/2013,75.25
11/5/2013,75.064285
11/6/2013,74.417145
11/7/2013,73.21286
11/8/2013,74.365715
11/11/2013,74.150002
11/12/2013,74.28714
11/13/2013,74.375717
11/14/2013,75.451431
11/15/2013,74.998573
11/18/2013,74.089996
11/19/2013,74.221428
11/20/2013,73.571426
11/21/2013,74.44857
11/22/2013,74.257141
11/25/2013,74.82
11/26/2013,76.199997
11/27/2013,77.994286
11/29/2013,79.438568
12/2/2013,78.747147
12/3/2013,80.902855
12/4/2013,80.714287
12/5/2013,81.128571
12/6/2013,80.002853
12/9/2013,80.918571
12/10/2013,80.792854
12/11/2013,80.194283
12/12/2013,80.077141
12/13/2013,79.204285
12/16/2013,79.64286
12/17/2013,79.284286
12/18/2013,78.681427
12/19/2013,77.779999
12/20/2013,78.431427
12/23/2013,81.441429
12/24/2013,81.095711
12/26/2013,80.557144
12/27/2013,80.012856
12/30/2013,79.21714
12/31/2013,80.145714
1/2/2014,79.01857
1/3/2014,77.28286
1/6/2014,77.704285
1/7/2014,77.148575
1/8/2014,77.637146
1/9/2014,76.645714
1/10/2014,76.134285
1/13/2014,76.53286
1/14/2014,78.055717
1/15/2014,79.622856
1/16/2014,79.178574
1/17/2014,77.238571
1/21/2014,78.438568
1/22/2014,78.78714
1/23/2014,79.454285
1/24/2014,78.010002
1/27/2014,78.64286
1/28/2014,72.35714
1/29/2014,71.535713
1/30/2014,71.397141
1/31/2014,71.514282
2/3/2014,71.647141
2/4/2014,72.684288
2/5/2014,73.227142
2/6/2014,73.215714
2/7/2014,74.239998
2/10/2014,75.57
2/11/2014,76.565712
2/12/2014,76.559998
2/13/2014,77.775711
2/14/2014,77.71286
2/18/2014,77.998573
2/19/2014,76.767143
2/20/2014,75.878571
2/21/2014,75.035713
2/24/2014,75.364288
2/25/2014,74.580002
2/26/2014,73.907143
2/27/2014,75.381432
2/28/2014,75.177139
3/3/2014,75.394287
3/4/2014,75.891426
3/5/2014,76.05143
3/6/2014,75.821426
3/7/2014,75.777145
3/10/2014,75.845711
3/11/2014,76.584282
3/12/2014,76.658569
3/13/2014,75.807144
3/14/2014,74.955711
3/17/2014,75.248573
3/18/2014,75.914284
3/19/2014,75.894287
3/20/2014,75.528572
3/21/2014,76.124283
3/24/2014,77.027145
3/25/2014,77.855713
3/26/2014,77.111427
3/27/2014,76.779999
3/28/2014,76.694283
3/31/2014,76.677139
4/1/2014,77.378571
4/2/2014,77.507141
4/3/2014,76.970001
4/4/2014,75.974289
4/7/2014,74.781425
4/8/2014,74.777145
4/9/2014,75.760002
4/10/2014,74.78286
4/11/2014,74.230003
4/14/2014,74.525711
4/15/2014,73.994286
4/16/2014,74.144287
4/17/2014,74.991432
4/21/2014,75.881432
4/22/2014,75.957146
4/23/2014,74.964287
4/24/2014,81.110001
4/25/2014,81.705711
4/28/2014,84.870003
4/29/2014,84.618568
4/30/2014,84.298569
5/1/2014,84.497147
5/2/2014,84.654289
5/5/2014,85.851425
5/6/2014,84.915718
5/7/2014,84.618568
5/8/2014,83.998573
5/9/2014,83.648575
5/12/2014,84.690002
5/13/2014,84.822861
5/14/2014,84.83857
5/15/2014,84.117142
5/16/2014,85.358574
5/19/2014,86.370003
5/20/2014,86.387146
5/21/2014,86.615715
5/22/2014,86.752853
5/23/2014,87.732857
5/27/2014,89.375717
5/28/2014,89.144287
5/29/2014,90.76857
5/30/2014,90.428574
6/2/2014,89.807144
6/3/2014,91.077141
6/4/2014,92.117142
6/5/2014,92.478569
6/6/2014,92.224289
6/9/2014,93.699997
6/10/2014,94.25
6/11/2014,93.860001
6/12/2014,92.290001
6/13/2014,91.279999
6/16/2014,92.199997
6/17/2014,92.080002
6/18/2014,92.18
6/19/2014,91.860001
6/20/2014,90.910004
6/23/2014,90.830002
6/24/2014,90.279999
6/25/2014,90.360001
6/26/2014,90.900002
6/27/2014,91.980003
6/30/2014,92.93
7/1/2014,93.519997
7/2/2014,93.480003
7/3/2014,94.029999
7/7/2014,95.970001
7/8/2014,95.349998
7/9/2014,95.389999
7/10/2014,95.040001
7/11/2014,95.220001
7/14/2014,96.449997
7/15/2014,95.32
7/16/2014,94.779999
7/17/2014,93.089996
7/18/2014,94.43
7/21/2014,93.940002
7/22/2014,94.720001
7/23/2014,97.190002
7/24/2014,97.029999
7/25/2014,97.669998
7/28/2014,99.019997
7/29/2014,98.379997
7/30/2014,98.150002
7/31/2014,95.599998
8/1/2014,96.129997
8/4/2014,95.589996
8/5/2014,95.120003
8/6/2014,94.959999
8/7/2014,94.480003
8/8/2014,94.739998
8/11/2014,95.989998
8/12/2014,95.970001
8/13/2014,97.239998
8/14/2014,97.5
8/15/2014,97.980003
8/18/2014,99.160004
8/19/2014,100.529999
8/20/2014,100.57
8/21/2014,100.580002
8/22/2014,101.32
8/25/2014,101.540001
8/26/2014,100.889999
8/27/2014,102.129997
8/28/2014,102.25
8/29/2014,102.5
9/2/2014,103.300003
9/3/2014,98.940002
9/4/2014,98.120003
9/5/2014,98.970001
9/8/2014,98.360001
9/9/2014,97.989998
9/10/2014,101
9/11/2014,101.43
9/12/2014,101.660004
9/15/2014,101.629997
9/16/2014,100.860001
9/17/2014,101.580002
9/18/2014,101.790001
9/19/2014,100.959999
9/22/2014,101.059998
9/23/2014,102.639999
9/24/2014,101.75
9/25/2014,97.870003
9/26/2014,100.75
9/29/2014,100.110001
9/30/2014,100.75
10/1/2014,99.18
10/2/2014,99.900002
10/3/2014,99.620003
10/6/2014,99.620003
10/7/2014,98.75
10/8/2014,100.800003
10/9/2014,101.019997
10/10/2014,100.730003
10/13/2014,99.809998
10/14/2014,98.75
10/15/2014,97.540001
10/16/2014,96.260002
10/17/2014,97.669998
10/20/2014,99.760002
10/21/2014,102.470001
10/22/2014,102.989998
10/23/2014,104.830002
10/24/2014,105.220001
10/27/2014,105.110001
10/28/2014,106.739998
10/29/2014,107.339996
10/30/2014,106.980003
10/31/2014,108
11/3/2014,109.400002
11/4/2014,108.599998
11/5/2014,108.860001
11/6/2014,108.699997
11/7/2014,109.010002
11/10/2014,108.830002
11/11/2014,109.699997
11/12/2014,111.25
11/13/2014,112.82
11/14/2014,114.18
11/17/2014,113.989998
11/18/2014,115.470001
11/19/2014,114.669998
11/20/2014,116.309998
11/21/2014,116.470001
11/24/2014,118.629997
11/25/2014,117.599998
11/26/2014,119
11/28/2014,118.93
12/1/2014,115.07
12/2/2014,114.629997
12/3/2014,115.93
12/4/2014,115.489998
12/5/2014,115
12/8/2014,112.400002
12/9/2014,114.120003
12/10/2014,111.949997
12/11/2014,111.620003
12/12/2014,109.730003
12/15/2014,108.230003
12/16/2014,106.75
12/17/2014,109.410004
12/18/2014,112.650002
12/19/2014,111.779999
12/22/2014,112.940002
12/23/2014,112.540001
12/24/2014,112.010002
12/26/2014,113.989998
12/29/2014,113.910004
12/30/2014,112.519997
12/31/2014,110.379997
1/2/2015,109.330002
1/5/2015,106.25
1/6/2015,106.260002
1/7/2015,107.75
1/8/2015,111.889999
1/9/2015,112.010002
1/12/2015,109.25
1/13/2015,110.220001
1/14/2015,109.800003
1/15/2015,106.82
1/16/2015,105.989998
1/20/2015,108.720001
1/21/2015,109.550003
1/22/2015,112.400002
1/23/2015,112.980003
1/26/2015,113.099998
1/27/2015,109.139999
1/28/2015,115.309998
1/29/2015,118.900002
1/30/2015,117.160004
2/2/2015,118.629997
2/3/2015,118.650002
2/4/2015,119.559998
2/5/2015,119.940002
2/6/2015,118.93
2/9/2015,119.720001
2/10/2015,122.019997
2/11/2015,124.879997
2/12/2015,126.459999
2/13/2015,127.080002
2/17/2015,127.830002
2/18/2015,128.720001
2/19/2015,128.449997
2/20/2015,129.5
2/23/2015,133
2/24/2015,132.169998
2/25/2015,128.789993
2/26/2015,130.419998
2/27/2015,128.460007
3/2/2015,129.089996
3/3/2015,129.360001
3/4/2015,128.539993
3/5/2015,126.410004
3/6/2015,126.599998
3/9/2015,127.139999
3/10/2015,124.510002
3/11/2015,122.239998
3/12/2015,124.449997
3/13/2015,123.589996
3/16/2015,124.949997
3/17/2015,127.040001
3/18/2015,128.470001
3/19/2015,127.5
3/20/2015,125.900002
3/23/2015,127.209999
3/24/2015,126.690002
3/25/2015,123.379997
3/26/2015,124.239998
3/27/2015,123.25
3/30/2015,126.370003
3/31/2015,124.43
4/1/2015,124.25
4/2/2015,125.32
4/6/2015,127.349998
4/7/2015,126.010002
4/8/2015,125.599998
4/9/2015,126.559998
4/10/2015,127.099998
4/13/2015,126.849998
4/14/2015,126.300003
4/15/2015,126.779999
4/16/2015,126.169998
4/17/2015,124.75
4/20/2015,127.599998
4/21/2015,126.910004
4/22/2015,128.619995
4/23/2015,129.669998
4/24/2015,130.279999
4/27/2015,132.649994
4/28/2015,130.559998
4/29/2015,128.639999
4/30/2015,125.150002
5/1/2015,128.949997
5/4/2015,128.699997
5/5/2015,125.800003
5/6/2015,125.010002
5/7/2015,125.260002
5/8/2015,127.620003
5/11/2015,126.32
5/12/2015,125.870003
5/13/2015,126.010002
5/14/2015,128.949997
5/15/2015,128.770004
5/18/2015,130.190002
5/19/2015,130.070007
5/20/2015,130.059998
5/21/2015,131.389999
5/22/2015,132.539993
5/26/2015,129.619995
5/27/2015,132.039993
5/28/2015,131.779999
5/29/2015,130.279999
6/1/2015,130.539993
6/2/2015,129.960007
6/3/2015,130.119995
6/4/2015,129.360001
6/5/2015,128.649994
6/8/2015,127.800003
6/9/2015,127.419998
6/10/2015,128.880005
6/11/2015,128.589996
6/12/2015,127.169998
6/15/2015,126.919998
6/16/2015,127.599998
6/17/2015,127.300003
6/18/2015,127.879997
6/19/2015,126.599998
6/22/2015,127.610001
6/23/2015,127.029999
6/24/2015,128.110001
6/25/2015,127.5
6/26/2015,126.75
6/29/2015,124.529999
6/30/2015,125.43
7/1/2015,126.599998
7/2/2015,126.440002
7/6/2015,126
7/7/2015,125.690002
7/8/2015,122.57
7/9/2015,120.07
7/10/2015,123.279999
7/13/2015,125.660004
7/14/2015,125.610001
7/15/2015,126.82
7/16/2015,128.509995
7/17/2015,129.619995
7/20/2015,132.070007
7/21/2015,130.75
7/22/2015,125.220001
7/23/2015,125.160004
7/24/2015,124.5
7/27/2015,122.769997
7/28/2015,123.379997
7/29/2015,122.989998
7/30/2015,122.370003
7/31/2015,121.300003
8/3/2015,118.440002
8/4/2015,114.639999
8/5/2015,115.400002
8/6/2015,115.129997
8/7/2015,115.519997
8/10/2015,119.720001
8/11/2015,113.489998
8/12/2015,115.239998
8/13/2015,115.150002
8/14/2015,115.959999
8/17/2015,117.160004
8/18/2015,116.5
8/19/2015,115.010002
8/20/2015,112.650002
8/21/2015,105.760002
8/24/2015,103.120003
8/25/2015,103.739998
8/26/2015,109.690002
8/27/2015,112.919998
8/28/2015,113.290001
8/31/2015,112.760002
9/1/2015,107.720001
9/2/2015,112.339996
9/3/2015,110.370003
9/4/2015,109.269997
9/8/2015,112.309998
9/9/2015,110.150002
9/10/2015,112.57
9/11/2015,114.209999
9/14/2015,115.309998
9/15/2015,116.279999
9/16/2015,116.410004
9/17/2015,113.919998
9/18/2015,113.449997
9/21/2015,115.209999
9/22/2015,113.400002
9/23/2015,114.32
9/24/2015,115
9/25/2015,114.709999
9/28/2015,112.440002
9/29/2015,109.059998
9/30/2015,110.300003
10/1/2015,109.580002
10/2/2015,110.379997
10/5/2015,110.779999
10/6/2015,111.309998
10/7/2015,110.779999
10/8/2015,109.5
10/9/2015,112.120003
10/12/2015,111.599998
10/13/2015,111.790001
10/14/2015,110.209999
10/15/2015,111.860001
10/16/2015,111.040001
10/19/2015,111.730003
10/20/2015,113.769997
10/21/2015,113.760002
10/22/2015,115.5
10/23/2015,119.080002
10/26/2015,115.279999
10/27/2015,114.550003
10/28/2015,119.269997
10/29/2015,120.529999
10/30/2015,119.5
11/2/2015,121.18
11/3/2015,122.57
11/4/2015,122
11/5/2015,120.919998
11/6/2015,121.059998
11/9/2015,120.57
11/10/2015,116.769997
11/11/2015,116.110001
11/12/2015,115.720001
11/13/2015,112.339996
11/16/2015,114.18
11/17/2015,113.690002
11/18/2015,117.290001
11/19/2015,118.779999
11/20/2015,119.300003
11/23/2015,117.75
11/24/2015,118.879997
11/25/2015,118.029999
11/27/2015,117.809998
11/30/2015,118.300003
12/1/2015,117.339996
12/2/2015,116.279999
12/3/2015,115.199997
12/4/2015,119.029999
12/7/2015,118.279999
12/8/2015,118.230003
12/9/2015,115.620003
12/10/2015,116.169998
12/11/2015,113.18
12/14/2015,112.480003
12/15/2015,110.489998
12/16/2015,111.339996
12/17/2015,108.980003
12/18/2015,106.029999
12/21/2015,107.330002
12/22/2015,107.230003
12/23/2015,108.610001
12/24/2015,108.029999
12/28/2015,106.82
12/29/2015,108.739998
12/30/2015,107.32
12/31/2015,105.260002
1/4/2016,105.349998
1/5/2016,102.709999
1/6/2016,100.699997
1/7/2016,96.449997
1/8/2016,96.959999
1/11/2016,98.529999
1/12/2016,99.959999
1/13/2016,97.389999
1/14/2016,99.519997
1/15/2016,97.129997
1/19/2016,96.660004
1/20/2016,96.790001
1/21/2016,96.300003
1/22/2016,101.419998
1/25/2016,99.440002
1/26/2016,99.989998
1/27/2016,93.419998
1/28/2016,94.089996
1/29/2016,97.339996
2/1/2016,96.43
2/2/2016,94.480003
2/3/2016,96.349998
2/4/2016,96.599998
2/5/2016,94.019997
2/8/2016,95.010002
2/9/2016,94.989998
2/10/2016,94.269997
2/11/2016,93.699997
2/12/2016,93.989998
2/16/2016,96.639999
2/17/2016,98.120003
2/18/2016,96.260002
2/19/2016,96.040001
2/22/2016,96.879997
2/23/2016,94.690002
2/24/2016,96.099998
2/25/2016,96.760002
2/26/2016,96.910004
2/29/2016,96.690002
3/1/2016,100.529999
3/2/2016,100.75
3/3/2016,101.5
3/4/2016,103.010002
3/7/2016,101.870003
3/8/2016,101.029999
3/9/2016,101.120003
3/10/2016,101.169998
3/11/2016,102.260002
3/14/2016,102.519997
3/15/2016,104.580002
3/16/2016,105.970001
3/17/2016,105.800003
3/18/2016,105.919998
3/21/2016,105.910004
3/22/2016,106.720001
3/23/2016,106.129997
3/24/2016,105.669998
3/28/2016,105.190002
3/29/2016,107.68
3/30/2016,109.559998
3/31/2016,108.989998
4/1/2016,109.989998
4/4/2016,111.120003
4/5/2016,109.809998
4/6/2016,110.959999
4/7/2016,108.540001
4/8/2016,108.660004
4/11/2016,109.019997
4/12/2016,110.440002
4/13/2016,112.040001
4/14/2016,112.099998
4/15/2016,109.849998
4/18/2016,107.480003
4/19/2016,106.910004
4/20/2016,107.129997
4/21/2016,105.970001
4/22/2016,105.68
4/25/2016,105.080002
4/26/2016,104.349998
4/27/2016,97.82
4/28/2016,94.830002
4/29/2016,93.739998
5/2/2016,93.639999
5/3/2016,95.18
5/4/2016,94.190002
5/5/2016,93.239998
5/6/2016,92.720001
5/9/2016,92.790001
5/10/2016,93.419998
5/11/2016,92.510002
5/12/2016,90.339996
5/13/2016,90.519997
5/16/2016,93.879997
5/17/2016,93.489998
5/18/2016,94.559998
5/19/2016,94.199997
5/20/2016,95.220001
5/23/2016,96.43
5/24/2016,97.900002
5/25/2016,99.620003
5/26/2016,100.410004
5/27/2016,100.349998
5/31/2016,99.860001
6/1/2016,98.459999
6/2/2016,97.720001
6/3/2016,97.919998
6/6/2016,98.629997
6/7/2016,99.029999
6/8/2016,98.940002
6/9/2016,99.650002
6/10/2016,98.830002
6/13/2016,97.339996
6/14/2016,97.459999
6/15/2016,97.139999
6/16/2016,97.550003
6/17/2016,95.330002
6/20/2016,95.099998
6/21/2016,95.910004
6/22/2016,95.550003
6/23/2016,96.099998
6/24/2016,93.400002
6/27/2016,92.040001
6/28/2016,93.589996
6/29/2016,94.400002
6/30/2016,95.599998
7/1/2016,95.889999
7/5/2016,94.989998
7/6/2016,95.529999
7/7/2016,95.940002
7/8/2016,96.68
7/11/2016,96.980003
7/12/2016,97.419998
7/13/2016,96.870003
7/14/2016,98.790001
7/15/2016,98.779999
7/18/2016,99.830002
7/19/2016,99.870003
7/20/2016,99.959999
7/21/2016,99.43
7/22/2016,98.660004
7/25/2016,97.339996
7/26/2016,96.669998
7/27/2016,102.949997
7/28/2016,104.339996
7/29/2016,104.209999
8/1/2016,106.050003
8/2/2016,104.480003
8/3/2016,105.790001
8/4/2016,105.870003
8/5/2016,107.480003
8/8/2016,108.370003
8/9/2016,108.809998
8/10/2016,108
8/11/2016,107.93
8/12/2016,108.18
8/15/2016,109.480003
8/16/2016,109.379997
8/17/2016,109.220001
8/18/2016,109.080002
8/19/2016,109.360001
8/22/2016,108.510002
8/23/2016,108.849998
8/24/2016,108.029999
8/25/2016,107.57
8/26/2016,106.940002
8/29/2016,106.82
8/30/2016,106
8/31/2016,106.099998
9/1/2016,106.730003
