Date,Hour,Power
20120907,18:00,0
20120907,19:00,0
20120907,20:00,6.41E-05
20120907,21:00,0.023910256
20120907,22:00,0.067564103
20120907,23:00,0.433141026
20120908,0:00,0.822371795
20120908,1:00,0.871794872
20120908,2:00,0.851217949
20120908,3:00,0.809423077
20120908,4:00,0.682948718
20120908,5:00,0.550512821
20120908,6:00,0.178397436
20120908,7:00,0.033782051
20120908,8:00,0.006923077
20120908,9:00,0
20120908,10:00,0
20120908,11:00,0
20120908,12:00,0
20120908,13:00,0
20120908,14:00,0
20120908,15:00,0
20120908,16:00,0
20120908,17:00,0
20120908,18:00,0
20120908,19:00,0
20120908,20:00,6.41E-05
20120908,21:00,0.016858974
20120908,22:00,0.30025641
20120908,23:00,0.658782051
20120909,0:00,0.776410256
20120909,1:00,0.813461538
20120909,2:00,0.796987179
20120909,3:00,0.756089744
20120909,4:00,0.640320513
20120909,5:00,0.464294872
20120909,6:00,0.234807692
20120909,7:00,0.049230769
20120909,8:00,0.009166667
20120909,9:00,6.41E-05
20120909,10:00,0
20120909,11:00,0
20120909,12:00,0
20120909,13:00,0
20120909,14:00,0
20120909,15:00,0
20120909,16:00,0
20120909,17:00,0
20120909,18:00,0
20120909,19:00,0
20120909,20:00,6.41E-05
20120909,21:00,0.019423077
20120909,22:00,0.321730769
20120909,23:00,0.67
20120910,0:00,0.770512821
20120910,1:00,0.819615385
20120910,2:00,0.828076923
20120910,3:00,0.770641026
20120910,4:00,0.645320513
20120910,5:00,0.457115385
20120910,6:00,0.252820513
20120910,7:00,0.097179487
20120910,8:00,0.021538462
20120910,9:00,0.000128205
20120910,10:00,0
20120910,11:00,0
20120910,12:00,0
20120910,13:00,0
20120910,14:00,0
20120910,15:00,0
20120910,16:00,0
20120910,17:00,0
20120910,18:00,0
20120910,19:00,0
20120910,20:00,0
20120910,21:00,0.008589744
20120910,22:00,0.086474359
20120910,23:00,0.277884615
20120911,0:00,0.617820513
20120911,1:00,0.836346154
20120911,2:00,0.818653846
20120911,3:00,0.762115385
20120911,4:00,0.609166667
20120911,5:00,0.456794872
20120911,6:00,0.231538462
20120911,7:00,0.051923077
20120911,8:00,0.010576923
20120911,9:00,6.41E-05
20120911,10:00,0
20120911,11:00,0
20120911,12:00,0
20120911,13:00,0
20120911,14:00,0
20120911,15:00,0
20120911,16:00,0
20120911,17:00,0
20120911,18:00,0
20120911,19:00,0
20120911,20:00,6.41E-05
20120911,21:00,0.013397436
20120911,22:00,0.077115385
20120911,23:00,0.151474359
20120912,0:00,0.587371795
20120912,1:00,0.821153846
20120912,2:00,0.831987179
20120912,3:00,0.769358974
20120912,4:00,0.64
20120912,5:00,0.46
20120912,6:00,0.226602564
20120912,7:00,0.051987179
20120912,8:00,0.011025641
20120912,9:00,6.41E-05
20120912,10:00,0
20120912,11:00,0
20120912,12:00,0
20120912,13:00,0
20120912,14:00,0
20120912,15:00,0
20120912,16:00,0
20120912,17:00,0
20120912,18:00,0
20120912,19:00,0
20120912,20:00,6.41E-05
20120912,21:00,0.016666667
20120912,22:00,0.074230769
20120912,23:00,0.103846154
20120913,0:00,0.15525641
20120913,1:00,0.09724359
20120913,2:00,0.065064103
20120913,3:00,0.411025641
20120913,4:00,0.419358974
20120913,5:00,0.262564103
20120913,6:00,0.153333333
20120913,7:00,0.015512821
20120913,8:00,0.012435897
20120913,9:00,6.41E-05
20120913,10:00,0
20120913,11:00,0
20120913,12:00,0
20120913,13:00,0
20120913,14:00,0
20120913,15:00,0
20120913,16:00,0
20120913,17:00,0
20120913,18:00,0
20120913,19:00,0
20120913,20:00,6.41E-05
20120913,21:00,0.01724359
20120913,22:00,0.084166667
20120913,23:00,0.512692308
20120914,0:00,0.791923077
20120914,1:00,0.843525641
20120914,2:00,0.836858974
20120914,3:00,0.772884615
20120914,4:00,0.566282051
20120914,5:00,0.473782051
20120914,6:00,0.238910256
20120914,7:00,0.053910256
20120914,8:00,0.012051282
20120914,9:00,6.41E-05
20120914,10:00,0
20120914,11:00,0
20120914,12:00,0
20120914,13:00,0
20120914,14:00,0
20120914,15:00,0
20120914,16:00,0
20120914,17:00,0
20120914,18:00,0
20120914,19:00,0
20120914,20:00,0.000192308
20120914,21:00,0.023397436
20120914,22:00,0.387051282
20120914,23:00,0.688333333
20120915,0:00,0.813589744
20120915,1:00,0.846346154
20120915,2:00,0.822884615
20120915,3:00,0.753141026
20120915,4:00,0.62974359
20120915,5:00,0.458012821
20120915,6:00,0.232371795
20120915,7:00,0.050769231
20120915,8:00,0.011474359
20120915,9:00,6.41E-05
20120915,10:00,0
20120915,11:00,0
20120915,12:00,0
20120915,13:00,0
20120915,14:00,0
20120915,15:00,0
20120915,16:00,0
20120915,17:00,0
20120915,18:00,0
20120915,19:00,0
20120915,20:00,6.41E-05
20120915,21:00,0.011602564
20120915,22:00,0.058525641
20120915,23:00,0.153910256
20120916,0:00,0.497628205
20120916,1:00,0.740576923
20120916,2:00,0.631282051
20120916,3:00,0.756089744
20120916,4:00,0.578653846
20120916,5:00,0.35974359
20120916,6:00,0.202307692
20120916,7:00,0.088076923
20120916,8:00,0.020320513
20120916,9:00,6.41E-05
20120916,10:00,0
20120916,11:00,0
20120916,12:00,0
20120916,13:00,0
20120916,14:00,0
20120916,15:00,0
20120916,16:00,0
20120916,17:00,0
20120916,18:00,0
20120916,19:00,0
20120916,20:00,6.41E-05
20120916,21:00,0.021025641
20120916,22:00,0.113397436
20120916,23:00,0.158012821
20120917,0:00,0.176217949
20120917,1:00,0.405576923
20120917,2:00,0.271025641
20120917,3:00,0.181346154
20120917,4:00,0.244358974
20120917,5:00,0.385384615
20120917,6:00,0.164102564
20120917,7:00,0.107179487
20120917,8:00,0.016538462
20120917,9:00,6.41E-05
20120917,10:00,0
20120917,11:00,0
20120917,12:00,0
20120917,13:00,0
20120917,14:00,0
20120917,15:00,0
20120917,16:00,0
20120917,17:00,0
20120917,18:00,0
20120917,19:00,0
20120917,20:00,0.000128205
20120917,21:00,0.040961538
20120917,22:00,0.342307692
20120917,23:00,0.656923077
20120918,0:00,0.739935897
20120918,1:00,0.801346154
20120918,2:00,0.761410256
20120918,3:00,0.758974359
20120918,4:00,0.577564103
20120918,5:00,0.101538462
20120918,6:00,0.041666667
20120918,7:00,0.062564103
20120918,8:00,0.008333333
20120918,9:00,6.41E-05
20120918,10:00,0
20120918,11:00,0
20120918,12:00,0
20120918,13:00,0
20120918,14:00,0
20120918,15:00,0
20120918,16:00,0
20120918,17:00,0
20120918,18:00,0
20120918,19:00,0
20120918,20:00,0.000192308
20120918,21:00,0.020128205
20120918,22:00,0.104935897
20120918,23:00,0.186794872
20120919,0:00,0.396153846
20120919,1:00,0.841217949
20120919,2:00,0.813717949
20120919,3:00,0.570897436
20120919,4:00,0.538653846
20120919,5:00,0.411538462
20120919,6:00,0.196474359
20120919,7:00,0.118461538
20120919,8:00,0.023397436
20120919,9:00,6.41E-05
20120919,10:00,0
20120919,11:00,0
20120919,12:00,0
20120919,13:00,0
20120919,14:00,0
20120919,15:00,0
20120919,16:00,0
20120919,17:00,0
20120919,18:00,0
20120919,19:00,0
20120919,20:00,0.000128205
20120919,21:00,0.0175
20120919,22:00,0.121089744
20120919,23:00,0.186282051
20120920,0:00,0.253589744
20120920,1:00,0.514615385
20120920,2:00,0.698141026
20120920,3:00,0.601153846
20120920,4:00,0.595961538
20120920,5:00,0.431282051
20120920,6:00,0.221923077
20120920,7:00,0.053269231
20120920,8:00,0.021730769
20120920,9:00,0.000128205
20120920,10:00,0
20120920,11:00,0
20120920,12:00,0
20120920,13:00,0
20120920,14:00,0
20120920,15:00,0
20120920,16:00,0
20120920,17:00,0
20120920,18:00,0
20120920,19:00,0
20120920,20:00,0.000320513
20120920,21:00,0.04224359
20120920,22:00,0.340448718
20120920,23:00,0.535128205
20120921,0:00,0.69025641
20120921,1:00,0.811346154
20120921,2:00,0.844871795
20120921,3:00,0.688653846
20120921,4:00,0.638076923
20120921,5:00,0.465448718
20120921,6:00,0.234615385
20120921,7:00,0.051089744
20120921,8:00,0.013269231
20120921,9:00,0.000192308
20120921,10:00,0
20120921,11:00,0
20120921,12:00,0
20120921,13:00,0
20120921,14:00,0
20120921,15:00,0
20120921,16:00,0
20120921,17:00,0
20120921,18:00,0
20120921,19:00,0
20120921,20:00,0.000512821
20120921,21:00,0.033205128
20120921,22:00,0.452628205
20120921,23:00,0.701474359
20120922,0:00,0.802692308
20120922,1:00,0.828589744
20120922,2:00,0.807371795
20120922,3:00,0.739166667
20120922,4:00,0.641923077
20120922,5:00,0.474871795
20120922,6:00,0.265576923
20120922,7:00,0.058717949
20120922,8:00,0.014487179
20120922,9:00,0.000192308
20120922,10:00,0
20120922,11:00,0
20120922,12:00,0
20120922,13:00,0
20120922,14:00,0
20120922,15:00,0
20120922,16:00,0
20120922,17:00,0
20120922,18:00,0
20120922,19:00,0
20120922,20:00,0.000897436
20120922,21:00,0.041858974
20120922,22:00,0.430512821
20120922,23:00,0.662884615
20120923,0:00,0.772435897
20120923,1:00,0.838461538
20120923,2:00,0.823589744
20120923,3:00,0.751410256
20120923,4:00,0.630833333
20120923,5:00,0.451089744
20120923,6:00,0.224935897
20120923,7:00,0.050897436
20120923,8:00,0.014102564
20120923,9:00,0.00025641
20120923,10:00,0
20120923,11:00,0
20120923,12:00,0
20120923,13:00,0
20120923,14:00,0
20120923,15:00,0
20120923,16:00,0
20120923,17:00,0
20120923,18:00,0
20120923,19:00,0
20120923,20:00,0.001282051
20120923,21:00,0.0525
20120923,22:00,0.473653846
20120923,23:00,0.735769231
20120924,0:00,0.826858974
20120924,1:00,0.884358974
20120924,2:00,0.869487179
20120924,3:00,0.804551282
20120924,4:00,0.667307692
20120924,5:00,0.480064103
20120924,6:00,0.236025641
20120924,7:00,0.049807692
20120924,8:00,0.013717949
20120924,9:00,0.000320513
20120924,10:00,0
20120924,11:00,0
20120924,12:00,0
20120924,13:00,0
20120924,14:00,0
20120924,15:00,0
20120924,16:00,0
20120924,17:00,0
20120924,18:00,0
20120924,19:00,0
20120924,20:00,0.001217949
20120924,21:00,0.046666667
20120924,22:00,0.485961538
20120924,23:00,0.726538462
20120925,0:00,0.815961538
20120925,1:00,0.821602564
20120925,2:00,0.808910256
20120925,3:00,0.757179487
20120925,4:00,0.632435897
20120925,5:00,0.455384615
20120925,6:00,0.226153846
20120925,7:00,0.065512821
20120925,8:00,0.017435897
20120925,9:00,0.000320513
20120925,10:00,0
20120925,11:00,0
20120925,12:00,0
20120925,13:00,0
20120925,14:00,0
20120925,15:00,0
20120925,16:00,0
20120925,17:00,0
20120925,18:00,0
20120925,19:00,0
20120925,20:00,0.000384615
20120925,21:00,0.067628205
20120925,22:00,0.213974359
20120925,23:00,0.295833333
20120926,0:00,0.564166667
20120926,1:00,0.825320513
20120926,2:00,0.826346154
20120926,3:00,0.763846154
20120926,4:00,0.641282051
20120926,5:00,0.456153846
20120926,6:00,0.230641026
20120926,7:00,0.057051282
20120926,8:00,0.015833333
20120926,9:00,0.00025641
20120926,10:00,0
20120926,11:00,0
20120926,12:00,0
20120926,13:00,0
20120926,14:00,0
20120926,15:00,0
20120926,16:00,0
20120926,17:00,0
20120926,18:00,0
20120926,19:00,0
20120926,20:00,0.000833333
20120926,21:00,0.048461538
20120926,22:00,0.195128205
20120926,23:00,0.362948718
20120927,0:00,0.3
20120927,1:00,0.548012821
20120927,2:00,0.494102564
20120927,3:00,0.702371795
20120927,4:00,0.345897436
20120927,5:00,0.136987179
20120927,6:00,0.249230769
20120927,7:00,0.093782051
20120927,8:00,0.020064103
20120927,9:00,0.000192308
20120927,10:00,0
20120927,11:00,0
20120927,12:00,0
20120927,13:00,0
20120927,14:00,0
20120927,15:00,0
20120927,16:00,0
20120927,17:00,0
20120927,18:00,0
20120927,19:00,0
20120927,20:00,0.000384615
20120927,21:00,0.048589744
20120927,22:00,0.058461538
20120927,23:00,0.072692308
20120928,0:00,0.048974359
20120928,1:00,0.066025641
20120928,2:00,0.059487179
20120928,3:00,0.037179487
20120928,4:00,0.049871795
20120928,5:00,0.03025641
20120928,6:00,0.011602564
20120928,7:00,0.010897436
20120928,8:00,0.003525641
20120928,9:00,0
20120928,10:00,0
20120928,11:00,0
20120928,12:00,0
20120928,13:00,0
20120928,14:00,0
20120928,15:00,0
20120928,16:00,0
20120928,17:00,0
20120928,18:00,0
20120928,19:00,0
20120928,20:00,0.000897436
20120928,21:00,0.062307692
20120928,22:00,0.469487179
20120928,23:00,0.617179487
20120929,0:00,0.628525641
20120929,1:00,0.356666667
20120929,2:00,0.373910256
20120929,3:00,0.53775641
20120929,4:00,0.437307692
20120929,5:00,0.463012821
20120929,6:00,0.211282051
20120929,7:00,0.054038462
20120929,8:00,0.023141026
20120929,9:00,0.000448718
20120929,10:00,0
20120929,11:00,0
20120929,12:00,0
20120929,13:00,0
20120929,14:00,0
20120929,15:00,0
20120929,16:00,0
20120929,17:00,0
20120929,18:00,0
20120929,19:00,0
20120929,20:00,0.003653846
20120929,21:00,0.064935897
20120929,22:00,0.541666667
20120929,23:00,0.726987179
20120930,0:00,0.809423077
20120930,1:00,0.899487179
20120930,2:00,0.901089744
20120930,3:00,0.819038462
20120930,4:00,0.657884615
20120930,5:00,0.480833333
20120930,6:00,0.2375
20120930,7:00,0.052307692
20120930,8:00,0.016346154
20120930,9:00,0.000512821
20120930,10:00,0
20120930,11:00,0
20120930,12:00,0
20120930,13:00,0
20120930,14:00,0
20120930,15:00,0
20120930,16:00,0
20120930,17:00,0
20120930,18:00,0
20120930,19:00,0
20120930,20:00,0.004102564
20120930,21:00,0.068846154
20120930,22:00,0.541217949
20120930,23:00,0.73474359
20121001,0:00,0.82275641
20121001,1:00,0.844487179
20121001,2:00,0.822628205
20121001,3:00,0.759102564
20121001,4:00,0.642115385
20121001,5:00,0.458205128
20121001,6:00,0.224807692
20121001,7:00,0.053974359
20121001,8:00,0.024358974
20121001,9:00,0.000448718
20121001,10:00,0
20121001,11:00,0
20121001,12:00,0
20121001,13:00,0
20121001,14:00,0
20121001,15:00,0
20121001,16:00,0
20121001,17:00,0
20121001,18:00,0
20121001,19:00,0
20121001,20:00,0.004871795
20121001,21:00,0.070769231
20121001,22:00,0.532884615
20121001,23:00,0.723846154
20121002,0:00,0.81
20121002,1:00,0.825641026
20121002,2:00,0.805
20121002,3:00,0.73775641
20121002,4:00,0.615641026
20121002,5:00,0.442628205
20121002,6:00,0.220192308
20121002,7:00,0.049615385
20121002,8:00,0.017179487
20121002,9:00,0.000641026
20121002,10:00,0
